Kategori,Isim,Kutle_Mgunes,Yaricap_Rgunes,Hiz_veq_kms,Acisal_Momentum_J,Evrenaki_Kutlesi_Mevr_kg
Konvektif (Gercek Gozlem),HD 117618,1.077,1.2,3.2,4.0059152235648e+41,4.477680844317465e+28
Konvektif (Gercek Gozlem),Kepler-1629,1.01,1.01,5.9,5.8297453636149e+41,5.401657590295528e+28
Konvektif (Gercek Gozlem),Kepler-414,0.89,0.946,6.1,4.974687501523741e+41,4.9898232276767246e+28
Konvektif (Gercek Gozlem),HIP 57274,0.73,0.68,0.5,2.4041225590200004e+40,1.0969341566630397e+28
Konvektif (Gercek Gozlem),K2-38,1.03,1.06,2.0,2.115085422996e+41,3.2536153933905754e+28
Konvektif (Gercek Gozlem),GJ 1002,0.12,0.137,0.055009557474836754,8.75981210858042e+37,6.621397393779387e+26
Radyatif (Gercek Gozlem),HD 212301,1.55,1.16,7.0,1.2191090462460001e+42,7.811303910428853e+28
Konvektif (Gercek Gozlem),WASP-96,1.06,1.05,1.5,1.6171162821450002e+41,2.844938502992782e+28
Konvektif (Gercek Gozlem),HD 43197,0.96,1.0,2.18,2.027134444608e+41,3.18525007512457e+28
Konvektif (Gercek Gozlem),Kepler-29,0.761,0.732,4.0,2.15829376268688e+41,3.2866808613735102e+28
Konvektif (Gercek Gozlem),TOI-178,0.647,0.662,1.5,6.2231225810481e+40,1.764844459574424e+28
Konvektif (Gercek Gozlem),HD 181433,0.86,0.79,1.5,9.87123811401e+40,2.222736965234893e+28
Konvektif (Gercek Gozlem),TOI-5108,1.1,1.29,3.3,4.535771437197001e+41,4.764615277724921e+28
Konvektif (Gercek Gozlem),BD-08 2823,0.5,0.71,1.4,4.8140568567e+40,1.5522364079663304e+28
Konvektif (Gercek Gozlem),TOI-4914,1.03,1.0,2.4,2.39443632792e+41,3.461815391583642e+28
Konvektif (Gercek Gozlem),TOI-4495,1.247,1.309,6.8,1.0751519309334807e+42,7.335625941569585e+28
Konvektif (Gercek Gozlem),K2-37,0.84,0.809,1.3,8.5570877682108e+40,2.069499144917972e+28
Konvektif (Gercek Gozlem),HD 114783,0.853,0.840622,0.9,6.250965743395622e+40,1.7687881397106303e+28
Konvektif (Gercek Gozlem),USco1556 A,0.33,0.668108,7.237989033276821,1.5457290150658643e+41,2.7814351433722315e+28
Konvektif (Gercek Gozlem),HD 187123,1.04,1.15043,2.1,2.4337034564110635e+41,3.4900856694407017e+28
Konvektif (Gercek Gozlem),BD-06 1339,0.7,0.686355,0.57,2.6526290655095595e+40,1.152233559192627e+28
Konvektif (Gercek Gozlem),HD 51608,0.8,0.916136,1.3,9.228861215630783e+40,2.1491974449716956e+28
Radyatif (Gercek Gozlem),HD 202696,1.91,6.43,2.0,2.3791902001686e+42,1.0912313622556265e+29
Konvektif (Gercek Gozlem),HD 219134,0.81,0.778,0.4,2.4416276458392e+40,1.1054573075331215e+28
Konvektif (Gercek Gozlem),HD 142,1.21,1.47,10.4,1.7918055227872802e+42,9.469950163303896e+28
Konvektif (Gercek Gozlem),GJ 273,0.29,0.293,0.14973404430111503,1.232369665575511e+39,2.483549142703195e+27
Konvektif (Gercek Gozlem),Kepler-34,1.0479,1.1618,5.0,5.896252091832921e+41,5.432381727234841e+28
Konvektif (Gercek Gozlem),HD 108236,0.869,0.877,4.7,3.469541241887721e+41,4.1671418599226165e+28
Radyatif (Gercek Gozlem),TOI-375,1.441,2.9,2.97,1.202190396970563e+42,7.756912371431445e+28
Konvektif (Gercek Gozlem),WASP-64,1.004,1.058,3.4,3.4982683754971686e+41,4.184357863306395e+28
Radyatif (Gercek Gozlem),WASP-190,1.35,1.6,13.3,2.782660470408e+42,1.1801368387446272e+29
Konvektif (Gercek Gozlem),WASP-74,0.98,1.42,6.03,8.12805359685228e+41,6.378161877311879e+28
Konvektif (Gercek Gozlem),TRAPPIST-1,0.0898,0.1192,2.04,2.1151325368240708e+39,3.253651630561177e+27
Radyatif (Gercek Gozlem),HD 96063,1.37,4.75,0.87,5.483883952842752e+41,5.2389757234448605e+28
Konvektif (Gercek Gozlem),TOI-5817,0.97,1.427,1.2,1.60891010715708e+41,2.837710897699821e+28
Konvektif (Gercek Gozlem),Kepler-391,1.27,2.879,2.6,9.20817491304438e+41,6.7887378448978755e+28
Konvektif (Gercek Gozlem),EPIC 249893012,1.05,1.71,2.1,3.6522418674105e+41,4.275451885576351e+28
Konvektif (Gercek Gozlem),HD 3651,0.799,0.871954,1.1,7.423143655513246e+40,1.927508006435121e+28
Konvektif (Gercek Gozlem),HAT-P-52,0.887,0.893,0.6,4.6034258869380605e+40,1.5178988637025393e+28
Konvektif (Gercek Gozlem),TOI-4438,0.368,0.372,2.0,2.6520125853312003e+40,1.1520996598783856e+28
Konvektif (Gercek Gozlem),K2-38,1.03,1.06,2.0,2.115085422996e+41,3.2536153933905754e+28
Radyatif (Gercek Gozlem),XO-6,1.47,1.93,48.0,1.3190787001828801e+43,2.569434859343745e+29
Konvektif (Gercek Gozlem),K2-261,1.107,1.663,1.3,2.318131395770463e+41,3.4062089246096467e+28
Konvektif (Gercek Gozlem),HATS-34,0.955,0.98,4.07,3.6895948804014306e+41,4.29725968994777e+28
Konvektif (Gercek Gozlem),TOI-771,0.22,0.232,0.11977054849578639,5.921279080536933e+38,1.7215118772206825e+27
Konvektif (Gercek Gozlem),HD 164922,0.921146,1.001813,1.84,1.6447041303229617e+41,2.8691030661199378e+28
Konvektif (Gercek Gozlem),HAT-P-51,0.961,0.995,1.7,1.5745273769329648e+41,2.8072259264382144e+28
Konvektif (Gercek Gozlem),DMPP-1,1.21,1.26,3.41,5.035761125855461e+41,5.020359512915009e+28
Konvektif (Gercek Gozlem),HD 164922,0.926,0.946,2.0,1.6970199397351203e+41,2.9143769989429246e+28
Konvektif (Gercek Gozlem),TOI-3894,1.138,1.502,5.27,8.725245118283257e+41,6.608320171337281e+28
Radyatif (Gercek Gozlem),Kepler-1543,1.39,1.65,35.0,7.7753798597475e+42,1.972709180640962e+29
Konvektif (Gercek Gozlem),CoRoT-10,0.89,0.79,2.0,1.3620778172820002e+41,2.6109780337457273e+28
Konvektif (Gercek Gozlem),HD 45184,1.03,1.075139,2.1,2.2525578942681333e+41,3.357687230055167e+28
Konvektif (Gercek Gozlem),TOI-1136,1.022,0.968,6.7,6.420308287144752e+41,5.668657258190391e+28
Konvektif (Gercek Gozlem),GJ 1061,0.12,0.156,2.5,4.5331561548000005e+39,4.763241463881843e+27
Konvektif (Gercek Gozlem),HD 15337,0.829,0.855,1.0,6.865552172524499e+40,1.8537023219926144e+28
Konvektif (Gercek Gozlem),TYC 2187-512-1,0.498,0.495,2.0,4.775505656922e+40,1.5460087229483643e+28
Konvektif (Gercek Gozlem),HD 142,1.21,1.47,10.4,1.7918055227872802e+42,9.469950163303896e+28
Radyatif (Gercek Gozlem),HIP 99770,1.9,1.93986,65.0,2.320556634313281e+43,3.407990253673789e+29
Konvektif (Gercek Gozlem),HD 5319,1.27,4.06,3.31,1.653151192807842e+42,9.096169520206427e+28
Konvektif (Gercek Gozlem),Kepler-62,0.69,0.64,0.4,1.7109758615040003e+40,9.253887156363142e+27
Radyatif (Gercek Gozlem),HD 16175,1.63,1.72,4.8,1.30350324057408e+42,8.077153114255982e+28
Konvektif (Gercek Gozlem),HR 5183,1.07,1.53,3.0,4.757198680143e+41,4.8795289940647875e+28
Konvektif (Gercek Gozlem),K2-244,0.86,0.92,3.69,2.82792229109208e+41,3.7621490162779413e+28
Konvektif (Gercek Gozlem),WASP-36,1.081,0.985,3.3,3.4035386819984553e+41,4.127314882357585e+28
Konvektif (Gercek Gozlem),TOI-1634,0.451,0.45,1.3,2.5555667822685003e+40,1.1309564331077648e+28
Konvektif (Gercek Gozlem),Kepler-106,1.0,1.04,0.3,3.0221041032e+40,1.2298636575719344e+28
Konvektif (Gercek Gozlem),HATS-30,1.093,1.061,4.11,4.616705738834853e+41,4.806936168652936e+28
Konvektif (Gercek Gozlem),K2-136,0.742,0.677,2.0,9.7314464267748e+40,2.2069421848328047e+28
Radyatif (Gercek Gozlem),HD 177830,1.47,2.62,0.68,2.5367774311807202e+41,3.5632265911169956e+28
Konvektif (Gercek Gozlem),55 Cnc,1.015,0.98,1.06,1.02129877196802e+41,2.2608859912223363e+28
Konvektif (Gercek Gozlem),HD 115954,1.18,1.213,5.3,7.34807371201722e+41,6.064416353268621e+28
Konvektif (Gercek Gozlem),HD 42012,0.83,0.82,2.2,1.4503387550651998e+41,2.6942443705154236e+28
Konvektif (Gercek Gozlem),Kepler-109,1.094,1.387,1.0,1.46976739740558e+41,2.7122302963074704e+28
Konvektif (Gercek Gozlem),Kepler-48,0.88,0.89,0.5,3.7931280987600004e+40,1.3778470567852921e+28
Konvektif (Gercek Gozlem),HD 49674,1.03,1.02,0.42,4.2740688453372e+40,1.4625913975765293e+28
Konvektif (Gercek Gozlem),Kepler-101,1.17,1.56,2.6,4.596620340967199e+41,4.796468264530544e+28
Konvektif (Gercek Gozlem),TOI-3884,0.298,0.302,3.59,3.129482174131404e+40,1.2515220311525332e+28
Konvektif (Gercek Gozlem),KELT-24,1.268,1.338,19.74,3.2439738286806185e+42,1.2742097648602345e+29
Konvektif (Gercek Gozlem),Kepler-26,0.593,0.571,1.9,6.231595127391269e+40,1.7660454354788867e+28
Radyatif (Gercek Gozlem),WASP-94 A,1.67,1.48,4.2,1.00550052904392e+42,7.094036354854689e+28
Konvektif (Gercek Gozlem),LHS 1678,0.345,0.329,0.53,5.82700900332915e+39,5.400389729072488e+27
Konvektif (Gercek Gozlem),HATS-12,1.16,1.17,6.57,8.63702242174044e+41,6.574826267602159e+28
Konvektif (Gercek Gozlem),HD 80606,1.05,1.05,1.8,1.9222325617950005e+41,3.1017388014737107e+28
Radyatif (Gercek Gozlem),Kepler-432,1.32,4.06,2.7,1.40158214220024e+42,8.375515289603284e+28
Konvektif (Gercek Gozlem),Kepler-1656,1.03,1.1,2.8,3.0728599541640004e+41,3.9216934416486805e+28
Radyatif (Gercek Gozlem),HD 143105,1.51,1.647304,9.1,2.1925369398924945e+42,1.0475523069432042e+29
Konvektif (Gercek Gozlem),HD 159868,1.19,2.13,0.96,2.3569622370403205e+41,3.4346190171538088e+28
Konvektif (Gercek Gozlem),HATS-69,0.892,0.8785,2.55,1.935537665696271e+41,3.1124549320729996e+28
Radyatif (Gercek Gozlem),bet UMi,1.4,38.3,1.7,8.829387096893999e+42,2.1021685615354702e+29
Konvektif (Gercek Gozlem),HD 108236,0.869,0.877,4.7,3.469541241887721e+41,4.1671418599226165e+28
Konvektif (Gercek Gozlem),HD 73344,1.2,1.22,5.3,7.515740435112e+41,6.133214368832549e+28
Konvektif (Gercek Gozlem),Kepler-1443,1.19,1.27,14.7,2.1519037560302103e+42,1.0378000322422558e+29
Konvektif (Gercek Gozlem),XO-1,0.88,0.88,1.11,8.326129273862401e+40,2.0413798933074657e+28
Konvektif (Gercek Gozlem),HD 233832,0.71,0.68,0.8,3.7412099000640003e+40,1.3683849704887363e+28
Konvektif (Gercek Gozlem),Kepler-30,0.99,0.95,1.94,1.7673206678127e+41,2.974129921145233e+28
Konvektif (Gercek Gozlem),HD 73344,1.19,1.22,5.67,7.97342066632566e+41,6.317199564836484e+28
Konvektif (Gercek Gozlem),HD 28109,1.227,1.425,8.0,1.3548906338058003e+42,8.234825076121796e+28
Konvektif (Gercek Gozlem),TOI-5624,0.858,0.82,2.0,1.3629689505432e+41,2.6118320043860276e+28
Konvektif (Gercek Gozlem),K2-18,0.359,0.411,0.5246937351876935,7.498889873571665e+39,6.126335066677919e+27
Konvektif (Gercek Gozlem),HATS-18,1.037,1.02,6.23,6.382955274153822e+41,5.652143230126336e+28
Konvektif (Gercek Gozlem),Kepler-113,0.75,0.69,0.4,2.0050498376999999e+40,1.0017626701456275e+28
Konvektif (Gercek Gozlem),CoRoT-25,1.09,1.19,4.3,5.402524454718301e+41,5.1999674936990736e+28
Konvektif (Gercek Gozlem),HD 216536,0.81,9.83,2.6,2.00524162507578e+42,1.0018105793885711e+29
Konvektif (Gercek Gozlem),Kepler-37,0.79,0.789,1.1,6.6412771776351e+40,1.8231737578653656e+28
Konvektif (Gercek Gozlem),TOI-2431,0.661,0.651,2.0,8.336183581744201e+40,2.0426120666751745e+28
Konvektif (Gercek Gozlem),Kepler-1863,1.097,0.983,0.5,5.22257849645805e+40,1.6167569858764814e+28
Konvektif (Gercek Gozlem),WASP-147,1.044,1.429,0.3,4.3351967125630805e+40,1.4730132804581042e+28
Konvektif (Gercek Gozlem),HD 23079,1.16,1.08,2.99,3.62833818630192e+41,4.26143764266144e+28
Konvektif (Gercek Gozlem),Qatar-4,0.896,0.849,7.1,5.231531867313024e+41,5.11701506542094e+28
Konvektif (Gercek Gozlem),HD 125612,1.05,1.07,2.1,2.2853209345785e+41,3.382017551049685e+28
Konvektif (Gercek Gozlem),TOI-2141,0.896,0.95,2.7,2.2261283763264e+41,3.337931045617524e+28
Konvektif (Gercek Gozlem),WASP-4,0.899,0.912,1.97,1.5645000548910098e+41,2.798272789607923e+28
Konvektif (Gercek Gozlem),Kepler-131,1.02,1.03,0.4,4.070541757464e+40,1.427343051588832e+28
Konvektif (Gercek Gozlem),HD 28254,1.1,1.48,2.3,3.626912373084e+41,4.260600260526679e+28
Radyatif (Gercek Gozlem),HATS-40,1.561,2.26,9.52,3.253142722052059e+42,1.2760092321713884e+29
Radyatif (Gercek Gozlem),HD 33283,1.38,1.97,3.2,8.426556117907201e+41,6.494224783997015e+28
Radyatif (Gercek Gozlem),WASP-17,2.28,1.49,9.92,3.2642815778576643e+42,1.2781919118396597e+29
Konvektif (Gercek Gozlem),HD 224018,1.013,1.147,2.1,2.3634530773627408e+41,3.439345065749437e+28
Konvektif (Gercek Gozlem),HD 125612,1.05,1.07,2.1,2.2853209345785e+41,3.382017551049685e+28
Konvektif (Gercek Gozlem),Kepler-100,1.097,1.5,3.7,5.8973165117685e+41,5.432872045014497e+28
Konvektif (Gercek Gozlem),K2-141,0.708,0.681,3.0,1.4010590857208403e+41,2.6480762331059395e+28
Konvektif (Gercek Gozlem),HD 75898,1.295,1.55,4.2,8.165928697699502e+41,6.393005083878786e+28
Radyatif (Gercek Gozlem),HATS-35,1.317,1.433,8.66,1.583086640228681e+42,8.901323810367257e+28
Konvektif (Gercek Gozlem),GJ 806,0.413,0.4144,2.0,3.31554266263584e+40,1.2881889465757732e+28
Konvektif (Gercek Gozlem),TOI-912,0.418,0.419,0.4618377903927184,7.834920568747362e+39,6.262093632356291e+27
Konvektif (Gercek Gozlem),XO-2 S,0.98,1.02,1.7,1.6460006232852e+41,2.8702336765120334e+28
Radyatif (Gercek Gozlem),HD 50499,1.31,1.42,4.313,7.771304474874487e+41,6.236619099493298e+28
Konvektif (Gercek Gozlem),WASP-140,0.9,0.87,3.1,2.3511388749030004e+41,3.430373425204806e+28
Konvektif (Gercek Gozlem),HAT-P-26,1.12,0.87,1.9,1.7932700809296e+41,2.9958847992501947e+28
Konvektif (Gercek Gozlem),Kepler-235,0.581,0.554,0.7097587581025789,2.212847492899361e+40,1.0523931193842954e+28
Konvektif (Gercek Gozlem),GJ 504,1.22,1.26,5.47,8.14465192246524e+41,6.384670988857778e+28
Konvektif (Gercek Gozlem),WASP-126,1.12,1.27,0.5,6.888847558320001e+40,1.8568445413687197e+28
Konvektif (Gercek Gozlem),TOI-1130,0.745,0.697,2.5,1.257430198035375e+41,2.5086738398228424e+28
Konvektif (Gercek Gozlem),WASP-19,0.965,1.006,4.63,4.3537261820704474e+41,4.668021136593527e+28
Radyatif (Gercek Gozlem),HD 4732,1.39,5.03,1.45,9.81986718737115e+41,7.010598007394021e+28
Radyatif (Gercek Gozlem),HATS-67,1.435,1.441,5.19,1.0395324869380952e+42,7.2130890054057045e+28
Konvektif (Gercek Gozlem),Kepler-549,0.88,0.84,5.0,3.580031014560001e+41,4.232974503342295e+28
Konvektif (Gercek Gozlem),55 Cnc,1.015,0.98,1.06,1.02129877196802e+41,2.2608859912223363e+28
Konvektif (Gercek Gozlem),HD 28471,0.98,1.08,2.0,2.050381399248e+41,3.2034620593048088e+28
Konvektif (Gercek Gozlem),TOI-2447,1.034,1.006,3.5,3.5264797173005405e+41,4.201196095772946e+28
Konvektif (Gercek Gozlem),GJ 625,0.3,0.31,0.2,1.8016389846e+39,3.002867318936209e+27
Konvektif (Gercek Gozlem),WASP-177,0.876,0.885,1.8,1.35168255406548e+41,2.60099556867667e+28
Konvektif (Gercek Gozlem),TOI-6034,0.514,0.489,2.0,4.8691908841212e+40,1.561099764440164e+28
Konvektif (Gercek Gozlem),TOI-1260,0.679,0.672,1.5,6.6295665242352e+40,1.8215656352382916e+28
Konvektif (Gercek Gozlem),TOI-1062,0.94,0.84,2.13,1.62907684030728e+41,2.855440025508446e+28
Radyatif (Gercek Gozlem),WASP-79,1.39,1.51,19.1,3.8831122170558894e+42,1.3940945477750354e+29
Konvektif (Gercek Gozlem),HD 27442,1.23,3.18,2.8,1.0608282810871201e+42,7.286597873007603e+28
Radyatif (Gercek Gozlem),KELT-11,1.44,2.69,1.99,7.466596373003039e+41,6.113129494557794e+28
Konvektif (Gercek Gozlem),HD 156411,1.25,2.16,3.3,8.6304319101e+41,6.572317316244355e+28
Konvektif (Gercek Gozlem),GJ 676 A,0.626,0.69,1.6,6.6941930581344e+40,1.8304226222496387e+28
Konvektif (Gercek Gozlem),HAT-P-21,1.24,1.21,3.5,5.0866273998539995e+41,5.045651156675901e+28
Radyatif (Gercek Gozlem),TOI-2145,1.71,2.75,18.06,8.22624001564365e+42,2.029097643058828e+29
Konvektif (Gercek Gozlem),Kepler-48,0.88,0.89,0.5,3.7931280987600004e+40,1.3778470567852921e+28
Konvektif (Gercek Gozlem),HD 110067,0.798,0.788,2.5,1.5227336463066001e+41,2.760668310582431e+28
Konvektif (Gercek Gozlem),HD 13908,1.29,1.67,4.2,8.764160016666601e+41,6.623040445904062e+28
Konvektif (Gercek Gozlem),HD 134060,1.095,1.164285,2.6,3.2107138091622186e+41,4.008695384348327e+28
Konvektif (Gercek Gozlem),TOI-7510,1.063,1.035,3.2,3.41018876396016e+41,4.1313450390438745e+28
Konvektif (Gercek Gozlem),K2-60,0.97,1.12,2.2,2.3150867227488004e+41,3.403971303401129e+28
Konvektif (Gercek Gozlem),Kepler-1179,0.84,0.81,3.2,2.1089637249408002e+41,3.2489035071394013e+28
Konvektif (Gercek Gozlem),WASP-174,1.24,1.347,16.24,2.627423816469379e+42,1.146746238349993e+29
Konvektif (Gercek Gozlem),CD-35 2722,0.4,0.558549,11.95,2.5860921840541242e+41,3.5976943067185704e+28
Konvektif (Gercek Gozlem),AU Mic,0.635,0.862,9.2,4.87779613183044e+41,4.940991201490386e+28
Konvektif (Gercek Gozlem),GJ 3222,0.89,0.931389,2.0,1.6058535394436267e+41,2.835014109703928e+28
Konvektif (Gercek Gozlem),Barnard's star,0.162,0.185,0.0659130659370024,1.913432219958504e+38,9.786080848649346e+26
Konvektif (Gercek Gozlem),HD 181433,0.86,0.79,1.5,9.87123811401e+40,2.222736965234893e+28
Konvektif (Gercek Gozlem),HD 213885,1.068,1.1011,3.0,3.4172291041728845e+41,4.135607424506593e+28
Konvektif (Gercek Gozlem),HIP 39330,0.96,1.02786,3.4,3.249667612292775e+41,4.032939704995353e+28
Konvektif (Gercek Gozlem),HD 10180,1.06,1.109,3.0,3.4159656321882005e+41,4.1348428127350895e+28
Konvektif (Gercek Gozlem),TOI-1232,1.058,1.072,4.13,4.5371729186023975e+41,4.765351316133803e+28
Radyatif (Gercek Gozlem),TOI-4773,1.452,1.55,15.3,3.3353742521899805e+42,1.2920357899754819e+29
Radyatif (Gercek Gozlem),WASP-22,1.46,1.24,4.5,7.891178752548e+41,6.284535714903042e+28
Konvektif (Gercek Gozlem),Kepler-35,0.8877,1.0284,5.0,4.421331910069075e+41,4.704124609179062e+28
Konvektif (Gercek Gozlem),HD 102117,1.06,1.23,0.88,1.11134391351984e+41,2.3584490347363136e+28
Konvektif (Gercek Gozlem),WASP-34,0.96,0.91,1.4,1.1846648084544e+41,2.4350058101712134e+28
Konvektif (Gercek Gozlem),HD 260655,0.439,0.439,2.0,3.7334802876462004e+40,1.366970648030043e+28
Konvektif (Gercek Gozlem),HD 48948,0.686,0.679,2.0,9.023576657986803e+40,2.1251599077780073e+28
Konvektif (Gercek Gozlem),TOI-1685,0.466,0.462,2.0,4.1707361319624004e+40,1.4448029351792938e+28
Konvektif (Gercek Gozlem),Kepler-427,0.96,1.35,3.0,3.76600665168e+41,4.341529930858538e+28
Konvektif (Gercek Gozlem),TOI-1298,1.2187,1.4536,4.6,7.893223198224829e+41,6.285349760573144e+28
Radyatif (Gercek Gozlem),eps Tau,2.57,12.35,2.5,7.68590329996125e+42,1.961325686475618e+29
Konvektif (Gercek Gozlem),WASP-94 B,1.24,1.35,1.5,2.4322126292100006e+41,3.489016535133136e+28
Konvektif (Gercek Gozlem),Teegarden's Star,0.097,0.12,2.0,2.2549546000800004e+39,3.3594730330007804e+27
Konvektif (Gercek Gozlem),TOI-5634 A,0.556,0.54,2.0,5.816388050928001e+40,1.7061960996891871e+28
Konvektif (Gercek Gozlem),TIC 279401253,1.13,1.06,5.0,5.80108380579e+41,5.38836278311255e+28
Konvektif (Gercek Gozlem),HD 15906,0.79,0.762,2.7,1.5743476973460598e+41,2.8070657464397115e+28
Konvektif (Gercek Gozlem),TOI-6109,1.03,1.021,18.2,1.8539122805281256e+42,9.632673690561468e+28
Konvektif (Gercek Gozlem),HD 17156,1.285,1.517,2.8,5.286905725816259e+41,5.144024651836341e+28
Konvektif (Gercek Gozlem),WASP-124,1.07,1.02,3.2,3.3828968392128006e+41,4.114780141353324e+28
Konvektif (Gercek Gozlem),GJ 251,0.35,0.36,2.0,2.4409302372e+40,1.1052994188930913e+28
Konvektif (Gercek Gozlem),TOI-4311,0.816,0.8441,1.1,7.338910149947377e+40,1.9165406865435613e+28
Konvektif (Gercek Gozlem),WASP-107,0.683,0.657,0.507,2.2036816690411886e+40,1.0502113017383184e+28
Konvektif (Gercek Gozlem),TOI-1062,0.94,0.84,2.13,1.62907684030728e+41,2.855440025508446e+28
Konvektif (Gercek Gozlem),TOI-5678,0.905,0.938,3.1,2.5489888627284904e+41,3.57179254935923e+28
Radyatif (Gercek Gozlem),HD 98219,1.41,4.6,0.3,1.8847468474379996e+41,3.07134618768295e+28
Konvektif (Gercek Gozlem),GJ 393,0.426,0.426,2.0,3.5156369502072003e+40,1.3264908794095634e+28
Konvektif (Gercek Gozlem),K2-155,0.65,0.58,0.8432121948697605,3.0791656660642193e+40,1.2414201371772163e+28
Konvektif (Gercek Gozlem),HD 158038,1.3,4.5,1.66,9.406299021210003e+41,6.861382781898248e+28
Konvektif (Gercek Gozlem),K2-255,0.71,0.69,2.46,1.16734001550894e+41,2.4171352093262933e+28
Konvektif (Gercek Gozlem),TIC 434398831,0.992,0.909,32.16,2.8089656084248004e+42,1.1857017723294949e+29
Radyatif (Gercek Gozlem),Kepler-432,1.32,4.06,2.7,1.40158214220024e+42,8.375515289603284e+28
Konvektif (Gercek Gozlem),HD 224018,1.013,1.147,2.1,2.3634530773627408e+41,3.439345065749437e+28
Konvektif (Gercek Gozlem),HD 28185,0.974,1.048,2.54,2.511358901017949e+41,3.545329867439517e+28
Radyatif (Gercek Gozlem),tau Boo,1.32,1.42588,14.98,2.7310116233268355e+42,1.1691333047808387e+29
Konvektif (Gercek Gozlem),TOI-2641,1.16,1.336,1.9,2.85215336681184e+41,3.778232639202506e+28
Konvektif (Gercek Gozlem),HATS-65,1.257,1.31,7.83,1.2488870487537172e+42,7.906127958551065e+28
Konvektif (Gercek Gozlem),HD 192263,0.66,0.74,1.8,8.515359484632001e+40,2.064447064954682e+28
Konvektif (Gercek Gozlem),K2-35,0.701968,0.619575,3.0,1.2638259881469105e+41,2.51504580398264e+28
Konvektif (Gercek Gozlem),HD 190360,0.996,1.14,2.2,2.41958953284048e+41,3.479950821768078e+28
Konvektif (Gercek Gozlem),HD 51608,0.8,0.916136,1.3,9.228861215630783e+40,2.1491974449716956e+28
Konvektif (Gercek Gozlem),TOI-2267 B,0.0989,0.13,17.6,2.1918313692475203e+40,1.0473837392861707e+28
Konvektif (Gercek Gozlem),K2-252,0.79,0.82,2.2,1.3804429114476e+41,2.6285211965892377e+28
Konvektif (Gercek Gozlem),GJ 876,0.32,0.3,0.16,1.4878050969600003e+39,2.72882244874172e+27
Radyatif (Gercek Gozlem),MASCARA-1,1.9,2.082,101.7,3.896817846613146e+43,4.416287221851815e+29
Konvektif (Gercek Gozlem),TOI-1266,0.437,0.4232,1.3,2.328762906163512e+40,1.0796050204041466e+28
Radyatif (Gercek Gozlem),HD 113996,1.49,25.11,3.3,1.195918949782557e+43,2.4465445692327018e+29
Konvektif (Gercek Gozlem),HD 147379,0.58,0.628304,2.7,9.53051586875519e+40,2.184039368312745e+28
Radyatif (Gercek Gozlem),HAT-P-2,1.33,1.39,20.8,3.72464257039056e+42,1.365351775428569e+29
Konvektif (Gercek Gozlem),TOI-4127,1.23,1.293,6.3,9.70507759985127e+41,6.9695022749990954e+28
Konvektif (Gercek Gozlem),HD 136352,0.87,1.058,1.0,8.915788278306e+40,2.1124290510331107e+28
Konvektif (Gercek Gozlem),HD 142415,1.07,1.04,3.3,3.557016529466401e+41,4.219346576528749e+28
Konvektif (Gercek Gozlem),WASP-10,0.75,0.698,3.0,1.5212225942549998e+41,2.759298225631469e+28
Konvektif (Gercek Gozlem),Kepler-1661,0.841,0.762,2.5,1.5518359276465501e+41,2.786924215836801e+28
Konvektif (Gercek Gozlem),HD 213885,1.068,1.1011,3.0,3.4172291041728845e+41,4.135607424506593e+28
Konvektif (Gercek Gozlem),TOI-1438,0.876,0.82,1.8,1.25240643427536e+41,2.5036574190269417e+28
Radyatif (Gercek Gozlem),HD 192699,1.38,4.41,1.9,1.1200208393392199e+42,7.487128893376086e+28
Konvektif (Gercek Gozlem),NGTS-17,1.025,1.337,4.1,5.442443834639175e+41,5.219143476838676e+28
Radyatif (Gercek Gozlem),HD 111998,1.4,1.45,20.0,3.9326098266e+42,1.4029515980555019e+29
Konvektif (Gercek Gozlem),HD 103891,1.28,2.22,2.8,7.706830402252803e+41,6.210694384366374e+28
Konvektif (Gercek Gozlem),TOI-1694,0.828,0.812,1.2,7.81488224741952e+40,1.9777139520633276e+28
Konvektif (Gercek Gozlem),HD 115404 A,0.83,0.727007,1.9358563204916208,1.131474138948353e+41,2.3797129508556772e+28
